source_fft_file,label,status,n_bins,freq_min,freq_max,warnings,source_window_file
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_200_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_200.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_201_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_201.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_202_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_202.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_203_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_203.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_204_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_204.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_205_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_205.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_206_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_206.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_207_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_207.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_208_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_208.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_209_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_209.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_210_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_210.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_211_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_211.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_212_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_212.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_213_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_213.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_214_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_214.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_215_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_215.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_216_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_216.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_217_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_217.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_218_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_218.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_219_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_219.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_220_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_220.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_221_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_221.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_222_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_222.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_223_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_223.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_224_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_224.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_225_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_225.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_226_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_226.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_227_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_227.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_228_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_228.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_229_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_229.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_230_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_230.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_231_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_231.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_232_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_232.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_233_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_233.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_234_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_234.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_235_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_235.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_236_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_236.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_237_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_237.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_238_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_238.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_239_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_239.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_240_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_240.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_241_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_241.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_242_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_242.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_243_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_243.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_244_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_244.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_245_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_245.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_246_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_246.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_247_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_247.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_248_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_248.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_249_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_249.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_250_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_250.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_251_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_251.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_252_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_252.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_253_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_253.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_254_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_254.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_255_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_255.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_256_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_256.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_257_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_257.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_258_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_258.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_259_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_259.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_260_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_260.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_261_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_261.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_262_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_262.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_263_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_263.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_264_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_264.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_265_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_265.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_266_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_266.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_267_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_267.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_268_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_268.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_269_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_269.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_270_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_270.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_271_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_271.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_272_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_272.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_273_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_273.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_274_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_274.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_275_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_275.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_276_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_276.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_277_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_277.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_278_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_278.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_279_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_279.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_280_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_280.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_281_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_281.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_282_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_282.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_283_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_283.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_284_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_284.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_285_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_285.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_286_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_286.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_287_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_287.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_288_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_288.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_289_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_289.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_290_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_290.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_291_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_291.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_292_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_292.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_293_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_293.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_294_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_294.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_295_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_295.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_296_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_296.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_297_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_297.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_298_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_298.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_299_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_299.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_300_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_300.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_301_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_301.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_302_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_302.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_303_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_303.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_304_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_304.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_305_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_305.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_306_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_306.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_307_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_307.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_308_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_308.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_309_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_309.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_310_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_310.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_311_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_311.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_312_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_312.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_313_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_313.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_314_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_314.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_315_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_315.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_316_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_316.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_317_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_317.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_318_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_318.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_319_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_319.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_320_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_320.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_321_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_321.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_322_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_322.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_323_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_323.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_324_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_324.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_325_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_325.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_326_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_326.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_327_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_327.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_328_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_328.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_329_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_329.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_330_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_330.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_331_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_331.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_332_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_332.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_333_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_333.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_334_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_334.csv
real_fft_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_335_fft.csv,imbalanced,OK,257,0.0,250.0,,real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_335.csv
