global_window_id,source_segment,output_file,label,local_window_id,start_idx,end_idx_exclusive,end_idx_inclusive,num_samples,start_time_ms,end_time_ms,sampling_rate_hz,window_size,window_duration_sec,overlap_ratio,step_size,step_duration_sec,status,reason
708,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_208.csv,imbalanced,208,66560,67072,67071,512,133210.071,134232.071,500,512,1.024,0.5,320,0.64,KEPT,valid
709,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_209.csv,imbalanced,209,66880,67392,67391,512,133850.071,134872.07,500,512,1.024,0.5,320,0.64,KEPT,valid
710,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_210.csv,imbalanced,210,67200,67712,67711,512,134490.071,135512.071,500,512,1.024,0.5,320,0.64,KEPT,valid
711,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_211.csv,imbalanced,211,67520,68032,68031,512,135130.071,136152.07,500,512,1.024,0.5,320,0.64,KEPT,valid
712,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_212.csv,imbalanced,212,67840,68352,68351,512,135770.071,136792.07,500,512,1.024,0.5,320,0.64,KEPT,valid
713,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_213.csv,imbalanced,213,68160,68672,68671,512,136410.07,137432.071,500,512,1.024,0.5,320,0.64,KEPT,valid
714,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_214.csv,imbalanced,214,68480,68992,68991,512,137050.07,138072.071,500,512,1.024,0.5,320,0.64,KEPT,valid
715,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_215.csv,imbalanced,215,68800,69312,69311,512,137690.07,138712.07,500,512,1.024,0.5,320,0.64,KEPT,valid
716,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_216.csv,imbalanced,216,69120,69632,69631,512,138330.071,139352.07,500,512,1.024,0.5,320,0.64,KEPT,valid
717,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_217.csv,imbalanced,217,69440,69952,69951,512,138970.07,139992.07,500,512,1.024,0.5,320,0.64,KEPT,valid
718,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_218.csv,imbalanced,218,69760,70272,70271,512,139610.07,140632.07,500,512,1.024,0.5,320,0.64,KEPT,valid
719,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_219.csv,imbalanced,219,70080,70592,70591,512,140250.07,141272.071,500,512,1.024,0.5,320,0.64,KEPT,valid
720,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_220.csv,imbalanced,220,70400,70912,70911,512,140890.07,141912.071,500,512,1.024,0.5,320,0.64,KEPT,valid
721,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_221.csv,imbalanced,221,70720,71232,71231,512,141530.07,142552.071,500,512,1.024,0.5,320,0.64,KEPT,valid
722,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_222.csv,imbalanced,222,71040,71552,71551,512,142170.071,143192.07,500,512,1.024,0.5,320,0.64,KEPT,valid
723,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_223.csv,imbalanced,223,71360,71872,71871,512,142810.07,143832.07,500,512,1.024,0.5,320,0.64,KEPT,valid
724,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_224.csv,imbalanced,224,71680,72192,72191,512,143450.071,144472.07,500,512,1.024,0.5,320,0.64,KEPT,valid
725,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_225.csv,imbalanced,225,72000,72512,72511,512,144090.071,145112.07,500,512,1.024,0.5,320,0.64,KEPT,valid
726,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_226.csv,imbalanced,226,72320,72832,72831,512,144730.07,145752.071,500,512,1.024,0.5,320,0.64,KEPT,valid
727,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_227.csv,imbalanced,227,72640,73152,73151,512,145370.071,146392.07,500,512,1.024,0.5,320,0.64,KEPT,valid
728,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_228.csv,imbalanced,228,72960,73472,73471,512,146010.071,147032.07,500,512,1.024,0.5,320,0.64,KEPT,valid
729,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_229.csv,imbalanced,229,73280,73792,73791,512,146650.07,147672.07,500,512,1.024,0.5,320,0.64,KEPT,valid
730,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_230.csv,imbalanced,230,73600,74112,74111,512,147290.071,148312.071,500,512,1.024,0.5,320,0.64,KEPT,valid
731,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_231.csv,imbalanced,231,73920,74432,74431,512,147930.07,148952.07,500,512,1.024,0.5,320,0.64,KEPT,valid
732,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_232.csv,imbalanced,232,74240,74752,74751,512,148570.071,149592.071,500,512,1.024,0.5,320,0.64,KEPT,valid
733,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_233.csv,imbalanced,233,74560,75072,75071,512,149210.07,150232.07,500,512,1.024,0.5,320,0.64,KEPT,valid
734,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_234.csv,imbalanced,234,74880,75392,75391,512,149850.07,150872.07,500,512,1.024,0.5,320,0.64,KEPT,valid
735,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_235.csv,imbalanced,235,75200,75712,75711,512,150490.07,151512.07,500,512,1.024,0.5,320,0.64,KEPT,valid
736,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_236.csv,imbalanced,236,75520,76032,76031,512,151130.071,152152.07,500,512,1.024,0.5,320,0.64,KEPT,valid
737,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_237.csv,imbalanced,237,75840,76352,76351,512,151770.07,152792.071,500,512,1.024,0.5,320,0.64,KEPT,valid
738,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_238.csv,imbalanced,238,76160,76672,76671,512,152410.071,153432.071,500,512,1.024,0.5,320,0.64,KEPT,valid
739,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_239.csv,imbalanced,239,76480,76992,76991,512,153050.071,154072.071,500,512,1.024,0.5,320,0.64,KEPT,valid
740,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_240.csv,imbalanced,240,76800,77312,77311,512,153690.071,154712.071,500,512,1.024,0.5,320,0.64,KEPT,valid
741,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_241.csv,imbalanced,241,77120,77632,77631,512,154330.071,155352.07,500,512,1.024,0.5,320,0.64,KEPT,valid
742,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_242.csv,imbalanced,242,77440,77952,77951,512,154970.071,155992.07,500,512,1.024,0.5,320,0.64,KEPT,valid
743,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_243.csv,imbalanced,243,77760,78272,78271,512,155610.071,156632.071,500,512,1.024,0.5,320,0.64,KEPT,valid
744,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_244.csv,imbalanced,244,78080,78592,78591,512,156250.071,157272.071,500,512,1.024,0.5,320,0.64,KEPT,valid
745,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_245.csv,imbalanced,245,78400,78912,78911,512,156890.071,157912.07,500,512,1.024,0.5,320,0.64,KEPT,valid
746,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_246.csv,imbalanced,246,78720,79232,79231,512,157530.07,158552.07,500,512,1.024,0.5,320,0.64,KEPT,valid
747,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_247.csv,imbalanced,247,79040,79552,79551,512,158170.071,159192.07,500,512,1.024,0.5,320,0.64,KEPT,valid
748,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_248.csv,imbalanced,248,79360,79872,79871,512,158810.071,159832.071,500,512,1.024,0.5,320,0.64,KEPT,valid
749,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_249.csv,imbalanced,249,79680,80192,80191,512,159450.07,160472.071,500,512,1.024,0.5,320,0.64,KEPT,valid
750,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_250.csv,imbalanced,250,80000,80512,80511,512,160090.071,161112.071,500,512,1.024,0.5,320,0.64,KEPT,valid
751,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_251.csv,imbalanced,251,80320,80832,80831,512,160730.07,161752.07,500,512,1.024,0.5,320,0.64,KEPT,valid
752,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_252.csv,imbalanced,252,80640,81152,81151,512,161370.07,162392.071,500,512,1.024,0.5,320,0.64,KEPT,valid
753,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_253.csv,imbalanced,253,80960,81472,81471,512,162010.071,163032.071,500,512,1.024,0.5,320,0.64,KEPT,valid
754,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_254.csv,imbalanced,254,81280,81792,81791,512,162650.071,163672.07,500,512,1.024,0.5,320,0.64,KEPT,valid
755,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_255.csv,imbalanced,255,81600,82112,82111,512,163290.07,164312.071,500,512,1.024,0.5,320,0.64,KEPT,valid
756,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_256.csv,imbalanced,256,81920,82432,82431,512,163930.07,164952.071,500,512,1.024,0.5,320,0.64,KEPT,valid
757,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_257.csv,imbalanced,257,82240,82752,82751,512,164570.07,165592.071,500,512,1.024,0.5,320,0.64,KEPT,valid
758,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_258.csv,imbalanced,258,82560,83072,83071,512,165210.07,166232.07,500,512,1.024,0.5,320,0.64,KEPT,valid
759,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_259.csv,imbalanced,259,82880,83392,83391,512,165850.07,166872.07,500,512,1.024,0.5,320,0.64,KEPT,valid
760,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_260.csv,imbalanced,260,83200,83712,83711,512,166490.07,167512.071,500,512,1.024,0.5,320,0.64,KEPT,valid
761,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_261.csv,imbalanced,261,83520,84032,84031,512,167130.07,168152.07,500,512,1.024,0.5,320,0.64,KEPT,valid
762,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_262.csv,imbalanced,262,83840,84352,84351,512,167770.071,168792.07,500,512,1.024,0.5,320,0.64,KEPT,valid
763,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_263.csv,imbalanced,263,84160,84672,84671,512,168410.07,169432.071,500,512,1.024,0.5,320,0.64,KEPT,valid
764,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_264.csv,imbalanced,264,84480,84992,84991,512,169050.07,170072.071,500,512,1.024,0.5,320,0.64,KEPT,valid
765,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_265.csv,imbalanced,265,84800,85312,85311,512,169690.07,170712.07,500,512,1.024,0.5,320,0.64,KEPT,valid
766,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_266.csv,imbalanced,266,85120,85632,85631,512,170330.071,171352.07,500,512,1.024,0.5,320,0.64,KEPT,valid
767,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_267.csv,imbalanced,267,85440,85952,85951,512,170970.071,171992.07,500,512,1.024,0.5,320,0.64,KEPT,valid
768,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_268.csv,imbalanced,268,85760,86272,86271,512,171610.07,172632.07,500,512,1.024,0.5,320,0.64,KEPT,valid
769,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_269.csv,imbalanced,269,86080,86592,86591,512,172250.07,173272.07,500,512,1.024,0.5,320,0.64,KEPT,valid
770,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_270.csv,imbalanced,270,86400,86912,86911,512,172890.07,173912.071,500,512,1.024,0.5,320,0.64,KEPT,valid
771,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_271.csv,imbalanced,271,86720,87232,87231,512,173530.07,174552.071,500,512,1.024,0.5,320,0.64,KEPT,valid
772,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_272.csv,imbalanced,272,87040,87552,87551,512,174170.07,175192.07,500,512,1.024,0.5,320,0.64,KEPT,valid
773,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_273.csv,imbalanced,273,87360,87872,87871,512,174810.071,175832.07,500,512,1.024,0.5,320,0.64,KEPT,valid
774,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_274.csv,imbalanced,274,87680,88192,88191,512,175450.071,176472.071,500,512,1.024,0.5,320,0.64,KEPT,valid
775,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_275.csv,imbalanced,275,88000,88512,88511,512,176090.07,177112.07,500,512,1.024,0.5,320,0.64,KEPT,valid
776,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_276.csv,imbalanced,276,88320,88832,88831,512,176730.07,177752.07,500,512,1.024,0.5,320,0.64,KEPT,valid
777,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_277.csv,imbalanced,277,88640,89152,89151,512,177370.07,178392.071,500,512,1.024,0.5,320,0.64,KEPT,valid
778,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_278.csv,imbalanced,278,88960,89472,89471,512,178010.07,179032.07,500,512,1.024,0.5,320,0.64,KEPT,valid
779,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_279.csv,imbalanced,279,89280,89792,89791,512,178650.07,179672.07,500,512,1.024,0.5,320,0.64,KEPT,valid
780,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_280.csv,imbalanced,280,89600,90112,90111,512,179290.07,180312.07,500,512,1.024,0.5,320,0.64,KEPT,valid
781,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_281.csv,imbalanced,281,89920,90432,90431,512,179930.07,180952.07,500,512,1.024,0.5,320,0.64,KEPT,valid
782,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_282.csv,imbalanced,282,90240,90752,90751,512,180570.07,181592.07,500,512,1.024,0.5,320,0.64,KEPT,valid
783,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_283.csv,imbalanced,283,90560,91072,91071,512,181210.071,182232.07,500,512,1.024,0.5,320,0.64,KEPT,valid
